626S,UK,May-07,34,31,3,8.57142857143
626S,UK,Jun-07,31,28,3,9.375
626S,UK,Jul-07,25,26,1,3.84615384615
626S,UK,Aug-07,30,28,2,6.45161290323
626S,UK,Sep-07,32,32,0,0.0
626S,France,Jan-07,22,22,0,0.0
626S,France,Feb-07,22,22,0,0.0
626S,France,Mar-07,25,25,0,0.0
626S,France,Apr-07,27,25,2,7.14285714286
626S,France,May-07,22,20,2,8.69565217391
626S,France,Jun-07,27,24,3,10.7142857143
626S,France,Jul-07,18,19,1,5.26315789474
626S,France,Aug-07,22,21,1,4.34782608696
626S,France,Sep-07,21,21,0,0.0
626S,Germany,Jan-07,22,22,0,0.0
626S,Germany,Feb-07,27,27,0,0.0
626S,Germany,Mar-07,24,24,0,0.0
626S,Germany,Apr-07,31,29,2,6.25
626S,Germany,May-07,31,29,2,6.25
626S,Germany,Jun-07,31,28,3,9.375
626S,Germany,Jul-07,27,28,1,3.57142857143
626S,Germany,Aug-07,25,24,1,3.84615384615
626S,Germany,Sep-07,27,27,0,0.0
626S,Spain,Jan-07,19,20,1,5.0
626S,Spain,Feb-07,21,21,0,0.0
626S,Spain,Mar-07,12,12,0,0.0
626S,Spain,Apr-07,19,17,2,10.0
626S,Spain,May-07,21,18,3,13.6363636364
626S,Spain,Jun-07,21,19,2,9.09090909091
626S,Spain,Jul-07,16,17,1,5.88235294118
626S,Spain,Aug-07,18,17,1,5.26315789474
626S,Spain,Sep-07,17,17,0,0.0
626S,Italy,Jan-07,24,24,0,0.0
626S,Italy,Feb-07,25,25,0,0.0
626S,Italy,Mar-07,24,24,0,0.0
626S,Italy,Apr-07,20,18,2,9.52380952381
626S,Italy,May-07,24,22,2,8.0
626S,Italy,Jun-07,21,18,3,13.6363636364
626S,Italy,Jul-07,22,23,1,4.34782608696
626S,Italy,Aug-07,17,15,2,11.1111111111
626S,Italy,Sep-07,21,21,0,0.0
626S,China,Jan-07,79,77,2,2.5
626S,China,Feb-07,71,69,2,2.77777777778
626S,China,Mar-07,78,75,3,3.79746835443
626S,China,Apr-07,77,73,4,5.12820512821
626S,China,May-07,82,78,4,4.81927710843
626S,China,Jun-07,79,74,5,6.25
626S,China,Jul-07,80,79,1,1.23456790123
626S,China,Aug-07,79,75,4,5.0
626S,China,Sep-07,82,81,1,1.20481927711
626S,Japan,Jan-07,83,81,2,2.38095238095
626S,Japan,Feb-07,85,83,2,2.32558139535
626S,Japan,Mar-07,86,83,3,3.44827586207
626S,Japan,Apr-07,87,83,4,4.54545454545
626S,Japan,May-07,84,79,5,5.88235294118
626S,Japan,Jun-07,86,81,5,5.74712643678
626S,Japan,Jul-07,83,82,1,1.19047619048
626S,Japan,Aug-07,86,82,4,4.59770114943
626S,Japan,Sep-07,92,90,2,2.15053763441
676S,US,Jan-07,47,47,0,0.0
676S,US,Feb-07,49,47,2,4.0
676S,US,Mar-07,56,55,1,1.75438596491
676S,US,Apr-07,56,53,3,5.26315789474
676S,US,May-07,54,51,3,5.45454545455
676S,US,Jun-07,57,53,4,6.89655172414
676S,US,Jul-07,62,63,1,1.5873015873
676S,US,Aug-07,59,56,3,5.0
676S,US,Sep-07,64,63,1,1.53846153846
676S,Canada,Jan-07,20,20,0,0.0
676S,Canada,Feb-07,20,20,0,0.0
676S,Canada,Mar-07,25,25,0,0.0
676S,Canada,Apr-07,22,21,1,4.34782608696
676S,Canada,May-07,19,17,2,10.0
676S,Canada,Jun-07,23,20,3,12.5
676S,Canada,Jul-07,20,21,1,4.7619047619
676S,Canada,Aug-07,25,23,2,7.69230769231
676S,Canada,Sep-07,20,20,0,0.0
676S,Brazil,Jan-07,9,11,2,20.0
676S,Brazil,Feb-07,6,7,1,14.2857142857
676S,Brazil,Mar-07,11,11,0,0.0
676S,Brazil,Apr-07,11,10,1,8.33333333333
676S,Brazil,May-07,8,6,2,22.2222222222
676S,Brazil,Jun-07,11,8,3,25.0
676S,Brazil,Jul-07,7,8,1,12.5
676S,Brazil,Aug-07,11,10,1,8.33333333333
676S,Brazil,Sep-07,8,8,0,0.0
676S,Argentina,Jan-07,91,89,2,2.17391304348
676S,Argentina,Feb-07,94,92,2,2.10526315789
676S,Argentina,Mar-07,97,94,3,3.0612244898
676S,Argentina,Apr-07,100,96,4,3.9603960396
676S,Argentina,May-07,105,100,5,4.71698113208
676S,Argentina,Jun-07,104,98,6,5.71428571429
676S,Argentina,Jul-07,105,103,2,1.88679245283
676S,Argentina,Aug-07,105,101,4,3.77358490566
676S,Argentina,Sep-07,111,109,2,1.78571428571
676S,UK,Jan-07,28,28,0,0.0
676S,UK,Feb-07,27,26,1,3.57142857143
676S,UK,Mar-07,31,30,1,3.125
676S,UK,Apr-07,37,35,2,5.26315789474
676S,UK,May-07,32,30,2,6.06060606061
676S,UK,Jun-07,41,38,3,7.14285714286
676S,UK,Jul-07,34,36,2,5.71428571429
676S,UK,Aug-07,34,32,2,5.71428571429
676S,UK,Sep-07,37,37,0,0.0
676S,France,Jan-07,83,81,2,2.38095238095
676S,France,Feb-07,88,86,2,2.24719101124
676S,France,Mar-07,85,81,4,4.6511627907
676S,France,Apr-07,90,86,4,4.3956043956
676S,France,May-07,93,88,5,5.31914893617
676S,France,Jun-07,97,92,5,5.10204081633
676S,France,Jul-07,90,89,1,1.0989010989
676S,France,Aug-07,91,87,4,4.34782608696
676S,France,Sep-07,99,98,1,1.0
676S,Germany,Jan-07,110,107,3,2.7027027027
676S,Germany,Feb-07,122,119,3,2.43902439024
676S,Germany,Mar-07,126,122,4,3.14960629921
676S,Germany,Apr-07,133,128,5,3.73134328358
676S,Germany,May-07,139,133,6,4.28571428571
676S,Germany,Jun-07,142,136,6,4.1958041958
676S,Germany,Jul-07,127,125,2,1.5625
676S,Germany,Aug-07,133,128,5,3.73134328358
676S,Germany,Sep-07,130,127,3,2.29007633588
676S,Spain,Jan-07,46,46,0,0.0
676S,Spain,Feb-07,45,43,2,4.34782608696
676S,Spain,Mar-07,47,46,1,2.08333333333
676S,Spain,Apr-07,54,51,3,5.45454545455
676S,Spain,May-07,57,54,3,5.1724137931
676S,Spain,Jun-07,53,49,4,7.40740740741
676S,Spain,Jul-07,57,57,0,0.0
676S,Spain,Aug-07,51,49,2,3.84615384615
676S,Spain,Sep-07,55,55,0,0.0
676S,Italy,Jan-07,104,101,3,2.85714285714
676S,Italy,Feb-07,115,112,3,2.58620689655
676S,Italy,Mar-07,120,116,4,3.30578512397
676S,Italy,Apr-07,123,118,5,4.03225806452
676S,Italy,May-07,133,127,6,4.4776119403
676S,Italy,Jun-07,132,126,6,4.51127819549
676S,Italy,Jul-07,123,121,2,1.61290322581
676S,Italy,Aug-07,121,117,4,3.27868852459
676S,Italy,Sep-07,123,121,2,1.61290322581
676S,China,Jan-07,58,58,0,0.0
676S,China,Feb-07,59,58,1,1.66666666667
676S,China,Mar-07,68,66,2,2.89855072464
676S,China,Apr-07,70,67,3,4.22535211268
676S,China,May-07,66,62,4,5.97014925373
676S,China,Jun-07,73,68,5,6.75675675676
676S,China,Jul-07,72,72,0,0.0
676S,China,Aug-07,78,75,3,3.79746835443
676S,China,Sep-07,79,78,1,1.25
676S,Japan,Jan-07,47,46,1,2.08333333333
676S,Japan,Feb-07,56,55,1,1.75438596491
676S,Japan,Mar-07,59,57,2,3.33333333333
676S,Japan,Apr-07,58,55,3,5.08474576271
676S,Japan,May-07,59,56,3,5.0
676S,Japan,Jun-07,59,56,3,5.0
676S,Japan,Jul-07,64,64,0,0.0
676S,Japan,Aug-07,66,63,3,4.4776119403
676S,Japan,Sep-07,67,67,0,0.0
676RS,US,Jan-07,101,98,3,2.94117647059
676RS,US,Feb-07,106,103,3,2.80373831776
676RS,US,Mar-07,116,112,4,3.4188034188
676RS,US,Apr-07,119,114,5,4.16666666667
676RS,US,May-07,116,111,5,4.2735042735
676RS,US,Jun-07,126,120,6,4.72440944882
676RS,US,Jul-07,124,122,2,1.6
676RS,US,Aug-07,119,115,4,3.33333333333
676RS,US,Sep-07,129,127,2,1.53846153846
676RS,Canada,Jan-07,16,17,1,5.88235294118
676RS,Canada,Feb-07,16,16,0,0.0
676RS,Canada,Mar-07,16,16,0,0.0
676RS,Canada,Apr-07,19,17,2,10.0
676RS,Canada,May-07,18,16,2,10.5263157895
676RS,Canada,Jun-07,14,12,2,13.3333333333
676RS,Canada,Jul-07,13,15,2,14.2857142857
676RS,Canada,Aug-07,18,16,2,10.5263157895
676RS,Canada,Sep-07,19,19,0,0.0
676RS,Brazil,Jan-07,58,57,1,1.69491525424
676RS,Brazil,Feb-07,58,57,1,1.69491525424
676RS,Brazil,Mar-07,59,57,2,3.33333333333
676RS,Brazil,Apr-07,64,61,3,4.61538461538
676RS,Brazil,May-07,61,57,4,6.45161290323
676RS,Brazil,Jun-07,61,57,4,6.45161290323
676RS,Brazil,Jul-07,61,60,1,1.61290322581
676RS,Brazil,Aug-07,63,60,3,4.6875
676RS,Brazil,Sep-07,63,63,0,0.0
676RS,Argentina,Jan-07,85,83,2,2.32558139535
676RS,Argentina,Feb-07,92,90,2,2.15053763441
676RS,Argentina,Mar-07,90,87,3,3.2967032967
676RS,Argentina,Apr-07,97,93,4,4.08163265306
676RS,Argentina,May-07,99,95,4,4.0
676RS,Argentina,Jun-07,102,96,6,5.82524271845
676RS,Argentina,Jul-07,94,93,1,1.05263157895
676RS,Argentina,Aug-07,100,96,4,3.9603960396
676RS,Argentina,Sep-07,106,104,2,1.8691588785
676RS,UK,Jan-07,24,24,0,0.0
676RS,UK,Feb-07,32,32,0,0.0
676RS,UK,Mar-07,33,32,1,2.94117647059
676RS,UK,Apr-07,31,30,1,3.125
676RS,UK,May-07,31,28,3,9.375
676RS,UK,Jun-07,38,35,3,7.69230769231
676RS,UK,Jul-07,30,31,1,3.22580645161
676RS,UK,Aug-07,36,35,1,2.7027027027
676RS,UK,Sep-07,35,35,0,0.0
676RS,France,Jan-07,35,35,0,0.0
676RS,France,Feb-07,39,38,1,2.5
676RS,France,Mar-07,36,35,1,2.7027027027
676RS,France,Apr-07,38,36,2,5.12820512821
676RS,France,May-07,42,39,3,6.97674418605
676RS,France,Jun-07,38,34,4,10.2564102564
676RS,France,Jul-07,40,41,1,2.43902439024
676RS,France,Aug-07,39,37,2,5.0
676RS,France,Sep-07,41,41,0,0.0
676RS,Germany,Jan-07,58,57,1,1.69491525424
676RS,Germany,Feb-07,54,53,1,1.81818181818
676RS,Germany,Mar-07,59,57,2,3.33333333333
676RS,Germany,Apr-07,68,65,3,4.34782608696
676RS,Germany,May-07,62,58,4,6.34920634921
676RS,Germany,Jun-07,70,66,4,5.6338028169
676RS,Germany,Jul-07,58,57,1,1.69491525424
676RS,Germany,Aug-07,67,64,3,4.41176470588
676RS,Germany,Sep-07,68,68,0,0.0
676RS,Spain,Jan-07,64,62,2,3.07692307692
676RS,Spain,Feb-07,63,62,1,1.5625
676RS,Spain,Mar-07,59,57,2,3.33333333333
676RS,Spain,Apr-07,64,61,3,4.61538461538
676RS,Spain,May-07,74,70,4,5.33333333333
676RS,Spain,Jun-07,75,70,5,6.57894736842
676RS,Spain,Jul-07,70,69,1,1.40845070423
676RS,Spain,Aug-07,68,65,3,4.34782608696
676RS,Spain,Sep-07,68,67,1,1.44927536232
